Source,Target,PlayerPerformance
1953,217,6.9
1953,240,5.2
1953,263,7.7
1953,286,10.7
1953,309,6.8
1953,358,6.0
1953,384,6.6
1953,410,6.0
1953,436,3.3
1953,468,3.1
1953,494,3.9
1953,502,2.3
1953,545,4.1
1954,214,3.6
1954,235,5.0
1954,246,5.9
1954,270,9.0
1954,295,6.9
1955,209,1.2
1955,232,0.2
1955,260,1.5
1955,280,3.0
1955,292,1.0
1955,330,1.0
1955,359,0.8
1955,373,0.2
1955,400,0.0
1957,214,1.6
1957,235,3.5
1957,253,-0.1
1957,383,0.0
1958,201,3.7
1958,223,0.7
1958,231,0.4
1958,251,0.1
1959,216,0.1
1959,227,1.3
1959,251,2.1
1959,276,0.4
1959,275,2.1
1959,304,1.4
1959,307,1.3
1959,322,3.4
1959,348,4.6
1959,376,4.6
1959,410,7.3
1959,436,7.1
1959,463,4.5
1959,487,3.8
1959,517,3.7
1959,541,0.4
1960,214,1.3
1960,235,0.2
1960,262,-0.2
1960,275,0.5
1960,304,0.0
1961,215,2.3
1961,224,2.8
1961,247,2.1
1961,268,3.8
1961,291,0.8
1961,315,3.7
1961,338,6.3
1961,365,2.9
1961,393,2.4
1961,421,-0.3
1961,428,0.6
1963,196,-0.1
1963,231,0.0
1963,223,1.1
1963,245,0.9
1963,271,1.9
1963,302,2.5
1963,288,0.6
1963,329,5.5
1963,350,8.2
1963,378,6.5
1963,413,3.9
1963,422,3.4
1963,446,2.4
1963,473,1.8
1963,524,0.8
1963,547,1.6
1963,575,0.0
1963,600,0.7
1963,628,0.2
1964,211,1.9
1964,238,0.8
1964,245,0.1
1964,256,0.0
1964,260,-0.1
1964,265,3.3
1964,299,0.0
1964,323,0.0
1964,388,0.6
1964,456,2.2
1964,476,0.7
1964,534,0.0
1965,211,3.3
1965,239,3.5
1965,262,2.0
1965,269,1.2
1965,354,5.4
1965,395,-0.1
1966,204,0.1
1966,223,0.1
1966,284,0.6
1966,307,1.9
1966,320,-0.1
1966,323,0.0
1968,210,1.2
1968,234,1.6
1968,252,5.9
1968,277,4.2
1968,299,3.5
1968,314,0.2
1968,332,0.6
1968,360,0.0
1968,387,0.0
1968,414,0.0
1969,221,0.4
1970,223,0.3
1970,245,0.3
1970,246,2.9
1970,270,1.5
1970,295,2.5
1970,319,4.4
1970,342,3.8
1970,369,4.1
1970,395,3.5
1970,425,0.5
1970,449,0.3
1970,444,0.1
1971,224,-0.8
1971,247,0.7
1971,323,0.4
1971,347,0.1
1971,375,0.2
1972,227,7.5
1972,251,10.8
1972,276,12.0
1972,296,16.7
1972,319,16.1
1972,342,17.3
1972,369,13.4
1972,395,12.3
1972,422,14.4
1972,446,8.8
1972,474,10.6
1972,512,10.5
1972,541,9.4
1972,571,8.6
1972,596,6.8
1972,619,1.9
1974,230,5.7
1974,257,2.4
1974,279,0.1
1974,318,0.5
1974,353,4.7
1974,368,2.6
1974,392,4.6
1974,420,4.3
1974,463,0.8
1974,487,1.1
1975,232,1.0
1975,259,0.4
1975,263,1.1
1975,280,0.0
1975,292,4.1
1975,317,3.6
1975,343,3.8
1975,367,4.7
1975,409,3.4
1975,415,3.7
1975,458,1.9
1975,461,0.7
1975,508,1.6
1975,542,-0.1
1976,235,1.8
1976,250,0.2
1976,272,1.3
1976,325,-0.1
1976,327,0.7
1976,340,0.0
1976,384,0.0
1976,374,0.2
1976,411,0.3
1976,405,0.6
1977,221,-0.4
1977,301,-0.1
1977,413,0.5
1977,419,0.0
1978,233,3.2
1978,253,1.7
1978,278,7.2
1978,301,6.7
1978,322,6.7
1978,348,6.8
1978,376,4.3
1978,405,7.6
1978,430,6.2
1978,454,4.9
1978,485,5.8
1978,501,8.1
1978,551,2.0
1978,574,2.5
1978,639,0.7
1979,228,0.4
1979,254,1.4
1979,282,-0.3
1979,286,0.4
1979,309,1.1
1979,355,5.3
1979,383,3.7
1979,404,2.5
1979,427,2.5
1979,452,1.1
1979,466,0.5
1979,485,2.1
1980,220,-0.1
1980,244,0.9
1980,267,-0.3
1980,305,0.2
1980,353,-0.2
1981,234,2.1
1981,252,0.7
1981,277,2.2
1981,299,3.8
1981,324,3.3
1981,349,1.5
1981,337,1.9
1981,382,5.4
1981,396,4.0
1981,426,5.5
1981,451,1.2
1981,486,4.3
1981,515,2.1
1981,536,2.4
1981,564,1.5
1981,596,0.0
1981,614,0.1
1983,230,2.3
1983,257,3.3
1983,275,0.2
1983,276,1.5
1983,296,0.0
1983,291,2.5
1983,315,3.1
1983,338,2.7
1983,382,0.3
1983,485,1.4
1986,231,0.7
1986,258,2.8
1986,281,0.0
1986,278,0.7
1986,301,0.0
1987,235,3.3
1987,246,6.9
1987,270,7.0
1987,295,8.4
1987,332,5.6
1987,360,6.7
1987,387,4.4
1987,414,2.0
1987,441,2.9
1987,468,1.4
1987,494,1.9
1987,503,1.6
1988,233,-0.8
1988,253,-1.1
1988,278,-0.8
1988,301,0.0
1990,235,-0.4
1990,246,0.7
1990,270,0.4
1990,295,1.1
1990,332,0.9
1990,341,0.7
1990,357,-0.1
1990,386,0.0
1991,218,0.8
1991,241,-0.2
1991,250,0.4
1991,279,0.3
1991,294,2.3
1991,326,1.3
1991,341,-0.2
1992,218,1.9
1992,241,4.8
1992,264,4.5
1992,288,3.5
1992,303,0.0
1992,327,4.9
1992,340,7.6
1992,367,8.6
1992,409,5.8
1992,433,1.8
1992,462,2.0
1992,486,-0.4
1992,490,0.0
1996,238,14.0
1996,250,1.5
1996,275,16.9
1996,304,21.2
1996,328,19.8
1996,344,19.0
1996,371,20.3
1996,399,17.7
1996,428,17.2
1996,481,2.3
1996,520,20.4
1996,550,18.3
1996,578,15.8
1996,673,3.3
1996,721,6.2
1997,230,2.2
1997,257,3.6
1997,279,6.4
1997,294,8.6
1997,318,6.8
1997,356,8.8
1997,361,6.7
1997,388,6.8
1997,439,3.4
1997,467,3.2
1997,492,2.5
1997,507,2.4
1997,545,3.8
1997,566,1.2
1997,611,0.6
1997,634,2.1
1997,646,0.5
1998,232,3.8
1998,259,4.6
1998,276,6.0
1998,296,0.9
1998,297,3.1
1998,325,2.0
1998,354,-0.1
1998,377,1.1
1998,398,0.2
2000,239,10.2
2000,262,9.5
2000,269,10.9
2000,293,10.7
2000,325,12.4
2000,354,11.2
2000,385,8.6
2000,412,9.8
2000,418,15.8
2000,465,14.3
2000,488,10.7
2000,519,9.7
2000,541,9.1
2000,571,4.5
2000,596,6.5
2000,619,1.6
2000,650,5.0
2000,685,2.1
2001,219,5.8
2001,243,7.3
2001,266,7.5
2001,290,6.7
2001,312,6.4
2001,339,8.1
2001,384,8.0
2001,410,7.4
2001,436,4.2
2001,430,2.8
2001,454,7.0
2001,482,8.5
2001,508,6.9
2001,553,7.1
2001,566,4.5
2001,599,1.7
2001,625,3.5
2001,656,2.0
2002,239,0.3
2002,262,2.9
2002,269,4.7
2002,293,3.4
2002,314,0.6
2002,352,0.4
2002,372,1.0
2002,394,0.3
2003,221,-0.2
2003,417,0.4
2005,226,3.1
2005,260,8.6
2005,280,5.3
2005,292,5.8
2005,317,4.4
2005,340,7.5
2005,367,7.7
2005,409,3.6
2005,415,1.6
2005,421,1.7
2005,505,2.8
2012,235,1.5
2012,246,0.6
2012,284,0.3
2013,222,3.1
2013,248,5.9
2013,273,6.7
2013,298,14.1
2013,321,15.6
2013,346,14.4
2013,374,14.0
2013,402,13.4
2013,433,10.6
2013,462,13.2
2013,486,13.9
2013,515,13.0
2013,536,13.6
2013,564,8.0
2013,590,6.4
2013,640,11.2
2013,658,10.8
2013,677,10.7
2013,706,9.0
2015,230,0.2
2015,241,2.1
2015,264,0.1
2015,288,0.9
2015,325,0.0
2016,236,4.0
2016,242,3.8
2016,285,9.0
2016,308,8.1
2016,325,8.7
2016,354,8.5
2016,385,10.4
2016,412,8.9
2016,418,6.0
2016,465,9.8
2016,488,2.3
2016,492,3.3
2016,524,7.6
2016,540,7.9
2016,555,1.4
2016,554,1.1
2016,609,3.7
2016,632,1.1
2016,666,1.0
2017,229,1.2
2017,255,0.8
2017,272,0.6
2017,334,-0.2
2017,363,1.2
2017,390,-0.2
2017,424,3.1
2017,450,1.4
2017,478,1.1
2017,504,-0.1
2018,223,3.1
2018,245,6.0
2018,271,0.8
2018,298,2.1
2018,338,1.8
2020,224,0.8
2020,283,-0.1
2020,333,0.3
2020,357,0.8
2020,386,0.3
2020,425,0.5
2023,234,2.7
2023,252,4.7
2023,277,8.6
2023,299,4.2
2023,349,4.7
2023,377,4.4
2023,401,8.8
2023,432,6.0
2023,456,10.2
2023,476,0.1
2023,483,3.6
2023,509,2.1
2023,507,0.1
2023,541,3.8
2023,571,6.0
2023,605,2.4
2023,629,2.3
2023,661,1.7
2023,642,1.4
2023,695,1.7
2023,719,1.6
2023,749,0.9
2023,764,0.0
2023,835,0.0
2024,221,0.7
2024,285,0.6
2025,227,-0.2
2025,251,1.3
2025,256,0.6
2025,272,2.0
2025,292,1.7
2025,299,0.5
2025,353,0.3
2025,382,0.6
2026,232,-0.1
2026,259,4.8
2026,284,2.9
2026,307,2.4
2026,318,1.8
2026,356,3.0
2026,361,1.8
2026,388,0.3
2026,411,1.6
2026,421,1.4
2026,484,0.2
2028,242,-0.1
2028,265,2.7
2028,289,7.5
2028,311,8.3
2028,335,6.9
2028,362,6.3
2028,391,5.3
2028,419,4.6
2028,444,3.1
2028,472,1.6
2028,497,0.8
2029,252,1.0
2029,277,1.5
2029,299,2.3
2029,324,3.2
2029,349,1.7
2029,377,4.0
2029,406,2.0
2029,435,0.5
2029,460,1.4
2029,485,0.2
2030,253,4.0
2030,278,1.1
2030,301,2.0
2030,323,5.1
2030,347,5.4
2030,375,1.9
2030,376,1.1
2030,405,2.2
2030,430,0.9
2030,436,0.0
2030,449,4.1
2030,477,2.2
2030,502,0.1
2030,511,2.2
2030,544,0.0
2030,573,0.4
2030,598,-0.1
2030,626,0.0
2031,243,0.1
2031,266,-0.1
2031,290,0.5
2031,312,0.3
2031,352,-0.4
2031,343,0.0
2032,256,3.9
2032,265,2.4
2032,291,2.0
2032,316,1.7
2032,352,0.0
2032,369,1.3
2032,395,0.8
2032,425,0.2
2032,455,-0.3
2032,444,0.0
2032,457,0.1
2032,475,0.1
2034,251,1.7
2034,265,3.6
2034,291,3.5
2034,315,3.3
2034,334,2.5
2034,363,1.6
2034,390,4.6
2034,424,0.1
2038,260,0.1
2038,280,0.6
2038,271,0.6
2038,302,2.0
2038,288,0.9
2038,329,5.4
2038,355,6.8
2038,383,5.4
2038,404,0.2
2038,402,5.4
2038,433,6.7
2038,462,4.4
2038,476,2.1
2038,522,1.8
2038,509,0.7
2038,532,5.0
2038,560,5.5
2038,600,2.2
2038,618,0.9
2038,661,-0.3
2041,254,3.2
2041,282,4.2
2041,300,5.9
2041,313,7.0
2041,336,8.7
2041,364,9.9
2041,393,8.2
2041,421,9.1
2041,448,4.4
2041,473,1.7
2041,524,6.0
2041,540,8.8
2041,582,5.9
2041,607,3.2
2042,247,3.1
2042,283,3.5
2042,305,8.1
2042,333,10.9
2042,357,13.5
2042,386,10.0
2042,398,13.0
2042,427,10.6
2042,452,13.1
2042,480,9.6
2042,506,6.8
2042,548,9.8
2042,577,3.0
2042,606,3.3
2042,636,4.8
2042,654,2.0
2042,684,1.4
2044,240,3.3
2044,263,7.6
2044,286,7.9
2044,309,9.4
2044,358,7.7
2044,384,6.1
2044,410,8.8
2044,436,8.6
2044,446,9.3
2044,474,6.7
2044,512,4.4
2044,549,0.8
2044,546,4.0
2044,565,5.2
2044,591,1.4
2044,637,5.0
2044,663,3.2
2048,262,0.8
2048,269,1.3
2048,293,0.3
2048,306,0.9
2048,313,0.0
2048,347,-0.1
2055,242,0.9
2055,285,2.6
2055,308,3.1
2055,314,0.1
2055,310,0.9
2055,345,2.3
2055,380,1.2
2055,403,2.6
2055,416,1.5
2055,446,1.6
2055,474,1.4
2055,512,0.1
2055,549,0.0
2055,545,0.0
2055,539,0.4
2055,578,0.1
2055,608,0.3
2055,621,0.0
2056,252,3.7
2056,277,3.7
2056,299,2.3
2056,324,3.7
2056,349,1.4
2056,377,2.5
2056,401,1.1
2056,432,3.1
2056,456,3.8
2056,476,1.8
2056,504,2.0
2057,245,1.9
2057,271,1.1
2057,320,0.8
2058,248,1.9
2058,273,6.9
2058,298,10.1
2058,321,15.2
2058,346,15.9
2058,374,15.5
2058,402,15.1
2058,433,15.4
2058,462,13.4
2058,486,13.8
2058,515,15.1
2058,536,16.7
2058,564,16.4
2058,590,9.6
2058,640,15.3
2058,658,13.1
2058,677,9.8
2058,706,11.1
2058,751,4.3
2062,259,5.1
2062,284,7.4
2062,307,6.2
2062,322,5.3
2062,348,5.4
2062,376,0.9
2062,378,4.2
2062,398,4.6
2062,416,4.4
2062,442,2.3
2062,490,1.4
2062,539,0.7
2062,574,0.0
2063,245,0.2
2063,274,0.7
2063,306,1.3
2063,316,0.3
2064,247,1.6
2064,283,0.8
2064,305,0.2
2065,245,1.9
2065,271,-0.3
2065,269,1.4
2065,306,0.3
2065,287,0.8
2066,256,0.0
2066,251,0.6
2066,274,0.4
2067,249,2.9
2067,274,5.2
2067,306,5.1
2067,316,10.6
2067,352,10.2
2067,372,12.2
2067,394,10.8
2067,423,4.9
2067,447,4.7
2067,475,1.7
2067,507,4.0
2067,538,7.1
2067,575,7.6
2067,599,4.1
2067,625,1.7
2067,659,0.3
2068,250,3.3
2068,275,3.5
2068,304,6.7
2068,333,5.7
2068,357,6.0
2068,386,6.2
2068,398,5.7
2068,427,7.3
2068,452,10.5
2068,480,4.5
2068,506,5.6
2068,548,8.9
2068,577,7.0
2068,605,2.1
2068,629,2.2
2068,661,3.7
2068,682,-0.5
2068,721,0.9
2068,754,0.1
2069,259,-0.1
2069,284,0.3
2069,301,0.1
2070,241,2.7
2070,264,6.2
2070,308,2.3
2070,314,3.6
2070,310,2.5
2070,345,2.9
2070,380,4.7
2070,403,7.5
2070,416,0.3
2070,442,4.0
2070,484,1.6
2070,505,2.2
2070,500,1.6
2070,537,0.7
2071,257,2.3
2071,279,6.8
2071,294,9.8
2071,318,9.2
2071,356,11.7
2071,361,13.0
2071,388,10.6
2071,439,8.8
2071,467,5.4
2071,492,1.7
2071,499,3.7
2071,552,2.7
2071,580,5.2
2071,594,5.0
2071,634,5.6
2071,647,5.4
2071,693,3.5
2072,261,-0.1
2072,268,3.3
2072,289,4.2
2072,311,1.8
2072,335,5.2
2072,362,1.7
2072,401,3.0
2072,432,0.0
2073,258,1.0
2073,281,0.9
2073,303,1.3
2073,322,1.6
2073,334,1.3
2073,363,3.7
2073,390,0.6
2073,511,0.0
2075,243,0.8
2075,266,4.0
2075,290,3.6
2075,312,1.7
2075,332,2.6
2075,360,8.1
2075,387,9.0
2075,414,9.8
2075,441,10.4
2075,454,8.4
2075,482,12.9
2075,508,8.2
2075,553,8.0
2075,566,10.4
2075,595,5.8
2075,621,5.2
2075,651,0.5
2076,248,1.8
2076,273,2.6
2076,298,0.9
2076,305,0.0
2077,250,-0.2
2077,263,0.1
2077,286,0.4
2077,317,0.4
2077,352,-0.1
2077,372,0.1
2077,375,0.0
2077,394,0.0
2080,247,0.9
2080,283,-0.3
2080,305,-0.1
2080,296,0.5
2080,319,0.1
2080,342,0.3
2080,383,-0.2
2080,402,0.0
2080,521,0.0
2081,246,3.2
2081,270,5.6
2081,295,5.7
2081,332,3.1
2081,314,2.8
2081,337,7.0
2081,382,1.8
2081,408,3.4
2081,429,4.5
2081,464,5.4
2081,474,1.7
2081,512,2.0
2081,549,-0.6
2082,252,-0.1
2082,241,0.1
2082,305,0.3
2082,332,-0.1
2082,349,0.3
2082,337,-0.3
2082,460,-0.2
2084,244,0.3
2084,267,0.5
2084,307,1.0
2084,304,2.3
2084,328,2.3
2084,334,2.4
2084,363,0.9
2084,390,1.1
2085,252,3.5
2085,277,1.2
2085,299,2.3
2085,324,2.2
2085,349,4.5
2085,377,5.4
2085,408,4.1
2085,429,3.9
2085,464,5.1
2085,469,5.1
2085,510,2.2
2085,499,0.8
2085,563,-0.1
2086,243,0.9
2086,266,0.5
2086,290,0.4
2086,312,1.3
2086,339,1.2
2086,382,2.1
2086,453,3.5
2086,481,2.3
2086,520,2.8
2086,550,2.0
2086,578,0.8
2086,597,-0.3
2086,618,0.1
2087,247,0.7
2087,283,3.3
2087,305,3.4
2087,333,4.3
2087,357,4.4
2087,386,3.0
2087,398,4.0
2087,435,3.5
2087,460,6.8
2087,502,-0.2
2087,535,2.1
2087,563,-1.2
2087,589,-0.2
2090,264,0.4
2090,392,1.5
2090,420,0.9
2090,473,1.5
2090,497,0.2
2090,527,0.4
2091,268,1.5
2091,291,0.9
2091,315,2.2
2091,338,3.1
2091,365,0.6
2092,264,-0.8
2092,300,0.2
2092,336,-0.1
2092,364,1.3
2092,393,0.3
2092,426,-0.1
2093,279,0.2
2093,280,2.2
2093,292,3.4
2093,320,0.3
2093,325,2.1
2095,263,0.7
2095,297,-0.1
2095,318,1.5
2095,355,0.0
2096,275,1.0
2096,304,0.7
2096,321,1.4
2096,346,3.7
2096,374,2.4
2096,402,3.7
2096,433,1.5
2096,459,1.5
2096,491,-0.4
2096,500,0.1
2096,549,0.2
2097,272,2.0
2097,297,0.6
2097,296,1.2
2097,319,0.8
2097,340,0.5
2097,448,0.0
2098,273,0.5
2098,302,2.0
2098,326,0.9
2098,341,1.8
2098,381,2.7
2098,397,3.2
2098,437,3.4
2098,461,5.0
2098,472,3.3
2098,497,5.1
2098,527,3.8
2098,568,1.7
2098,586,2.6
2098,629,2.2
2098,661,2.0
2098,685,1.2
2099,271,6.0
2099,302,6.6
2099,331,9.6
2099,351,3.1
2099,379,9.0
2099,406,11.7
2099,435,12.7
2099,460,6.4
2100,280,2.0
2100,292,4.3
2100,317,1.0
2100,342,6.4
2100,369,0.6
2100,395,3.6
2100,425,1.7
2100,457,1.1
2100,473,1.1
2102,270,0.2
2102,295,0.1
2102,332,0.4
2102,360,0.2
2102,387,1.1
2102,414,0.5
2102,441,0.1
2102,466,0.6
2102,485,0.6
2102,546,0.4
2103,280,0.2
2103,279,0.7
2103,294,5.2
2103,318,4.8
2103,356,4.8
2103,361,4.3
2103,388,3.3
2103,439,2.5
2103,444,-0.5
2103,493,0.0
2103,511,-0.1
2103,543,-0.2
2104,269,0.5
2104,306,0.3
2104,315,0.4
2104,385,0.2
2104,392,0.1
2105,264,0.7
2105,329,0.0
2105,341,1.5
2105,381,3.0
2105,397,4.5
2105,437,3.2
2105,461,3.5
2105,472,0.5
2105,502,0.1
2106,264,0.6
2106,323,0.2
2107,271,4.2
2107,302,3.5
2107,331,10.2
2107,351,0.8
2107,347,3.2
2107,375,0.9
2107,411,5.6
2107,440,6.0
2107,445,2.9
2107,481,2.4
2107,520,6.3
2107,550,5.7
2107,578,7.2
2107,597,1.2
2107,637,4.0
2107,668,1.8
2108,277,0.0
2108,281,0.0
2108,559,3.8
2108,587,0.5
2108,626,-0.2
2108,665,-0.7
2108,683,0.0
2111,264,1.2
2111,288,5.0
2111,329,7.7
2111,350,8.7
2111,378,9.7
2111,413,11.6
2111,425,6.3
2111,457,3.7
2111,462,3.1
2111,486,10.1
2111,515,10.2
2111,536,10.2
2111,564,9.5
2111,590,5.3
2111,640,6.5
2113,269,0.7
2113,293,2.1
2113,325,3.6
2113,354,6.2
2113,385,4.6
2113,412,2.3
2113,419,1.2
2115,265,0.0
2115,280,0.5
2115,328,0.0
2115,312,0.3
2115,339,0.0
2116,278,1.3
2116,326,1.0
2116,335,1.3
2116,422,0.1
2116,461,0.0
2116,460,-0.1
2116,510,0.0
2116,528,-0.2
2116,563,0.0
2116,576,-0.1
2118,280,1.4
2118,303,2.1
2118,327,6.3
2118,340,0.1
2118,409,1.8
2118,433,2.6
2118,450,1.0
2118,481,0.3
2118,545,0.1
2123,284,4.1
2123,307,6.5
2123,322,4.4
2123,348,4.9
2123,376,2.8
2123,405,3.7
2123,430,5.6
2123,454,6.0
2123,482,5.1
2123,508,3.7
2123,553,2.6
2123,566,0.8
2125,275,0.3
2125,292,-0.1
2125,319,0.0
2125,333,0.5
2125,357,0.0
2125,353,0.0
2125,370,0.0
2125,453,3.0
2125,481,1.3
2125,509,0.5
2125,497,0.1
2125,577,0.1
2126,271,0.3
2126,305,3.1
2126,333,6.7
2126,357,4.5
2126,381,4.1
2126,397,2.3
2126,437,3.7
2126,461,1.0
2126,449,2.7
2126,484,2.8
2126,511,4.4
2126,531,2.8
2126,557,2.7
2126,587,1.2
2126,639,3.5
2126,669,3.4
2126,671,0.9
2128,270,5.4
2128,295,3.3
2128,332,3.0
2128,360,5.4
2128,387,3.9
2128,414,4.6
2128,434,0.0
2128,459,1.2
2128,479,3.6
2128,498,5.5
2128,556,2.1
2128,593,0.9
2128,624,-0.1
2130,285,0.7
2130,308,2.2
2130,314,4.8
2130,337,2.3
2131,271,1.1
2131,302,7.8
2131,331,11.3
2131,351,10.1
2131,379,2.0
2131,406,9.1
2131,435,9.8
2131,460,10.0
2131,485,4.2
2131,521,0.0
2131,538,4.0
2131,563,1.7
2132,282,2.9
2132,300,6.8
2132,313,8.1
2132,336,9.3
2132,364,8.7
2132,393,12.6
2132,421,5.5
2132,451,8.7
2132,479,5.8
2132,520,6.2
2132,550,6.0
2132,578,7.8
2132,601,0.8
2132,633,0.6
2135,282,3.8
2135,300,6.2
2135,313,3.5
2135,336,6.1
2135,364,4.8
2135,393,5.1
2135,431,2.5
2135,455,4.8
2135,483,3.6
2135,505,0.4
2135,520,0.2
2135,637,0.5
2136,275,3.3
2136,304,3.3
2136,328,2.6
2136,348,0.5
2136,355,-0.3
2136,393,0.4
2136,434,0.0
2138,281,-0.2
2138,295,0.3
2138,332,1.3
2138,334,2.0
2138,363,7.0
2138,390,3.2
2138,424,8.0
2138,450,4.4
2138,493,4.5
2138,500,0.1
2141,268,-0.2
2141,289,0.1
2141,306,3.5
2141,316,2.5
2141,334,3.3
2141,363,3.5
2141,390,-0.4
2142,266,3.1
2142,290,7.8
2142,312,2.0
2142,339,3.5
2142,366,0.6
2142,489,2.8
2143,263,1.6
2143,286,-0.1
2143,330,2.8
2143,359,3.6
2143,373,1.7
2143,394,0.0
2144,267,-0.1
2144,293,0.0
2144,327,-0.1
2144,347,-0.2
2144,341,-0.1
2144,369,1.9
2144,391,0.4
2145,283,3.1
2145,305,4.7
2145,333,2.7
2145,357,4.0
2145,386,1.3
2145,444,1.9
2145,493,0.1
2147,272,0.7
2147,297,0.7
2147,330,0.5
2148,271,7.5
2148,302,5.7
2148,331,7.7
2148,351,8.7
2148,379,2.4
2148,406,9.2
2148,435,4.5
2148,460,7.4
2148,485,5.3
2148,512,2.8
2148,549,5.3
2148,579,3.7
2148,591,0.4
2149,265,3.5
2149,291,5.0
2149,315,6.9
2149,338,1.3
2149,365,1.0
2149,440,1.9
2149,445,0.8
2149,494,-0.5
2150,276,1.4
2150,296,-0.5
2150,319,0.2
2150,343,1.9
2150,370,0.1
2150,391,2.4
2150,437,2.3
2150,461,1.0
2150,472,0.4
2150,508,0.6
2150,553,1.7
2150,566,0.3
2150,606,0.0
2150,636,-0.1
2150,654,0.1
2153,287,2.2
2153,310,0.9
2153,334,1.6
2153,363,2.5
2153,390,1.9
2153,418,-0.1
2153,419,0.4
2154,290,0.3
2154,312,0.0
2154,316,1.4
2154,339,0.9
2154,366,0.6
2155,292,2.3
2155,317,3.4
2155,340,2.0
2155,367,-0.1
2155,368,0.1
2155,362,-0.3
2155,389,3.0
2155,448,3.4
2155,476,1.5
2155,498,0.4
2155,528,2.2
2155,560,0.7
2157,296,-0.2
2157,372,0.2
2157,394,2.9
2157,429,0.0
2157,430,2.6
2157,454,6.0
2157,482,4.6
2157,508,4.3
2157,539,0.0
2157,529,1.6
2157,530,-0.1
2157,561,0.2
2159,291,2.3
2159,326,2.6
2159,341,6.7
2159,381,4.8
2159,397,4.8
2159,437,5.9
2159,461,6.4
2159,472,8.6
2159,497,0.0
2159,527,5.0
2159,568,0.1
2159,567,1.7
2159,602,1.7
2159,629,3.7
2159,661,-0.1
2161,297,-0.3
2161,317,1.4
2164,302,1.0
2164,331,0.1
2164,351,-0.2
2164,353,0.3
2164,368,2.2
2164,392,3.4
2164,420,2.2
2164,467,0.0
2164,492,4.1
2164,523,4.7
2164,534,3.5
2164,577,1.5
2164,606,1.5
2164,636,0.5
2164,660,1.0
2164,678,0.3
2164,708,0.0
2165,290,-0.4
2165,321,0.4
2165,348,0.7
2165,369,0.0
2165,362,0.1
2165,443,-0.1
2166,306,0.6
2166,316,0.1
2166,359,2.0
2166,404,0.3
2166,459,1.1
2167,294,-0.1
2167,310,1.0
2167,345,1.9
2167,380,8.3
2167,403,6.7
2167,416,6.6
2167,442,2.1
2167,483,3.4
2167,509,1.7
2167,522,0.1
2167,525,1.6
2168,306,1.7
2168,316,4.5
2168,352,-0.7
2168,347,0.4
2168,375,2.4
2168,389,2.9
2168,418,1.8
2168,491,1.2
2169,288,1.3
2169,329,5.1
2169,350,0.5
2169,341,4.1
2169,381,2.0
2169,369,2.6
2169,395,7.6
2169,425,2.8
2169,449,6.8
2169,477,6.6
2169,503,6.7
2169,531,4.1
2169,558,5.3
2169,586,1.5
2169,640,1.2
2170,304,4.2
2170,328,6.4
2170,344,8.0
2170,371,10.3
2170,399,14.1
2170,428,9.1
2170,453,10.0
2170,478,9.5
2170,504,8.0
2170,535,7.7
2170,563,7.1
2170,589,4.1
2170,624,5.2
2170,668,6.5
2170,684,5.6
2170,711,0.2
2170,751,2.0
2172,303,0.0
2172,306,0.8
2172,326,2.6
2172,341,0.0
2172,381,0.1
2172,369,0.1
2172,395,-0.1
2172,420,0.0
2173,297,-0.3
2173,320,1.7
2173,353,3.1
2173,371,0.5
2173,399,0.0
2173,408,2.1
2174,298,0.0
2174,311,0.4
2174,335,1.0
2175,305,7.6
2175,333,7.2
2175,357,3.7
2175,386,4.2
2175,398,7.6
2175,440,7.9
2175,445,4.1
2175,494,4.5
2175,516,7.2
2175,530,4.0
2175,529,2.1
2175,575,7.5
2175,599,3.8
2175,625,6.7
2175,661,4.7
2175,667,1.2
2175,681,6.0
2175,706,1.1
2175,754,0.4
2178,302,1.8
2178,288,2.2
2178,329,12.2
2178,350,11.6
2178,378,12.7
2178,413,10.0
2178,422,5.1
2178,446,8.7
2178,474,4.8
2178,512,8.2
2178,549,11.7
2178,579,3.5
2178,628,0.5
2181,287,0.4
2181,310,6.9
2181,345,6.7
2181,380,7.5
2181,403,9.1
2181,416,8.3
2182,287,0.9
2182,310,0.4
2182,314,0.5
2182,355,0.4
2182,340,2.9
2182,367,1.8
2182,409,2.7
2182,415,2.7
2182,458,0.1
2182,483,1.5
2182,498,0.5
2182,506,0.7
2182,544,-0.1
2182,556,0.1
2183,307,4.1
2183,322,7.4
2183,348,6.3
2183,376,6.4
2183,405,3.9
2183,430,6.6
2183,468,5.0
2183,494,7.4
2183,516,5.7
2183,529,1.8
2183,575,2.1
2183,599,0.4
2183,625,1.6
2183,656,1.4
2183,690,1.6
2184,295,4.2
2184,332,6.5
2184,360,12.1
2184,387,12.5
2184,414,11.0
2184,441,11.3
2184,468,11.7
2184,494,11.4
2184,516,10.3
2184,529,12.3
2184,575,12.0
2184,599,6.4
2184,625,10.1
2184,656,10.3
2184,691,9.5
2184,716,7.4
2184,733,8.9
2184,779,6.6
2188,301,0.1
2188,355,6.1
2188,383,1.4
2188,404,0.4
2188,448,0.1
2188,447,0.0
2190,301,0.6
2190,323,4.0
2190,347,2.9
2190,375,4.8
2190,411,4.0
2190,440,5.2
2190,458,1.9
2190,476,3.2
2190,510,1.1
2190,532,-0.6
2191,304,2.3
2191,328,4.0
2191,344,5.7
2191,371,11.2
2191,399,12.7
2191,428,8.6
